Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling_Glass,Recycling_Metal,Recycling_Paper,Recycling_Plastic,Cooking_Airfryer,Cooking_Grill,Cooking_Microwave,Cooking_Oven,Cooking_Stove,CarbonEmission
2,0,0,3,0,0,2,2,85,0,6044,2,2,3,15,5,1,0,0,1,0,1,1,1,1,0,2232
1,0,2,3,2,0,2,1,204,3,5685,2,2,0,4,18,2,0,1,1,0,1,1,1,1,1,3110
2,1,3,3,3,0,2,1,226,0,8641,0,2,5,34,7,1,0,0,1,1,1,1,1,1,0,2928
0,0,2,2,0,0,2,1,96,1,4071,2,1,3,28,17,0,1,0,0,1,1,1,1,0,0,1983
0,1,0,3,2,0,2,1,222,1,8652,1,4,4,43,6,2,1,1,0,0,1,1,0,0,1,3395
0,0,2,3,1,0,2,0,114,0,5937,2,5,10,32,16,2,1,0,0,1,0,0,1,0,0,1935
3,0,3,1,2,0,2,2,103,0,4685,0,7,10,27,8,1,1,0,1,0,1,1,0,0,0,1535
0,1,3,0,0,0,2,2,274,0,2943,3,4,4,31,23,0,1,1,0,1,0,0,1,1,0,2323
2,1,0,1,2,0,2,2,239,2,3616,2,1,22,24,6,0,1,1,1,0,0,0,0,1,1,2860
1,0,0,3,0,0,2,1,138,2,8374,3,5,3,33,18,0,1,1,1,1,1,1,0,0,0,4213
3,1,1,3,3,0,2,1,265,1,8005,3,2,24,27,0,2,1,1,1,1,1,1,0,1,1,2568
1,1,0,3,1,0,2,2,158,1,5413,0,3,15,14,12,2,1,0,1,1,0,0,1,0,1,2430
2,1,1,2,3,0,2,2,103,0,1703,0,6,24,18,22,2,1,1,0,0,0,0,0,1,0,1595
3,1,0,1,1,0,2,2,267,0,8305,1,2,13,48,15,2,0,0,1,1,1,1,0,1,1,2877
0,1,1,0,3,0,2,0,58,3,2576,1,5,12,16,14,1,1,1,1,1,0,0,0,0,0,2549
3,1,0,1,0,0,2,0,97,2,2971,3,6,17,26,3,1,1,1,1,0,1,1,1,1,0,2679
1,0,3,3,3,0,2,2,254,2,4180,0,5,21,5,13,1,1,1,1,1,0,0,0,0,1,2232
2,0,1,0,3,0,2,0,185,0,4358,0,4,3,4,1,2,0,1,1,1,0,0,1,1,1,1185
0,0,0,2,2,0,2,0,158,3,2052,1,3,0,17,2,1,1,0,1,0,1,1,0,1,1,2279
3,0,2,3,2,0,2,0,201,1,197,1,5,8,12,2,0,1,1,1,0,1,1,1,1,1,915
0,0,2,3,2,0,2,0,257,1,2663,1,4,20,48,23,1,1,1,1,0,0,0,1,0,0,1781
1,0,1,2,0,0,2,0,188,3,5156,2,7,19,33,20,2,1,1,0,0,1,1,1,1,1,4368
1,1,0,2,1,0,2,0,127,0,3749,3,4,9,24,2,1,0,1,1,0,1,1,0,0,0,2099
3,0,2,2,2,0,2,2,179,2,4129,3,7,16,29,1,1,0,1,1,1,0,0,1,0,1,2393
2,1,2,0,0,0,2,2,213,3,8374,1,7,10,20,5,2,1,0,1,0,0,0,1,1,0,4578
2,1,3,0,2,0,2,1,150,2,3233,2,4,0,32,6,2,1,0,0,1,0,0,1,1,1,2923
2,1,1,3,3,0,2,2,284,0,2824,1,2,23,22,17,1,1,0,0,1,1,1,1,0,1,2259
3,1,0,3,3,0,2,1,258,2,4019,1,3,4,22,3,1,1,0,1,1,1,1,0,0,1,2429
3,0,1,0,2,0,2,2,266,1,452,1,1,3,14,1,0,1,0,0,0,0,0,0,0,1,1161
2,0,0,2,1,0,2,2,62,0,4110,3,4,14,25,17,1,0,1,0,0,1,1,0,0,1,2102
0,1,0,1,1,0,2,1,296,1,1194,3,6,11,43,20,2,0,0,0,1,0,0,1,1,0,2671
2,0,3,0,3,0,2,1,173,1,179,1,6,13,2,10,0,0,0,0,1,0,0,0,0,1,1386
2,0,2,3,1,0,2,0,76,0,5816,3,5,12,2,21,2,0,1,1,1,0,0,1,0,0,1696
0,0,0,1,0,0,2,0,127,0,9131,3,4,16,46,21,1,0,1,0,1,1,1,1,1,0,3234
3,1,0,3,3,0,2,0,243,2,7794,1,5,7,21,24,0,0,1,0,1,0,0,1,1,1,3339
2,0,1,0,1,0,2,0,180,0,8904,2,2,12,27,14,2,1,1,0,0,1,1,1,0,0,2235
0,0,0,2,3,0,2,1,231,3,5177,3,2,5,33,6,1,1,0,1,0,0,0,0,1,1,3238
0,0,0,3,3,0,2,1,64,3,9787,2,4,5,15,6,2,1,0,1,0,0,0,1,1,1,3277
1,1,1,3,3,0,2,1,182,0,6445,3,4,6,17,4,0,0,1,0,0,1,1,1,1,0,3095
3,0,0,3,3,0,2,0,75,2,8074,1,1,11,20,2,1,0,1,0,0,1,1,0,1,0,2523
3,1,0,3,1,0,2,1,197,0,9549,3,5,8,34,17,2,0,1,0,1,1,1,1,1,1,3136
3,1,3,1,3,0,2,2,255,1,7411,2,3,22,22,11,1,0,0,1,1,0,0,1,1,0,2698
0,0,1,3,2,0,2,1,258,2,302,2,4,22,12,20,2,1,1,0,1,1,1,1,0,0,1778
1,1,0,3,1,0,2,1,254,3,6207,0,6,2,43,20,1,1,1,1,1,0,0,1,1,0,4281
0,1,1,2,2,0,2,1,224,2,9501,1,3,8,50,22,2,1,0,0,1,1,1,0,0,1,4087
1,1,3,0,3,0,2,1,101,3,466,2,5,21,36,12,2,0,1,1,0,1,1,1,1,1,3670
2,0,1,1,3,0,2,0,267,2,2960,0,3,7,37,19,0,0,0,0,0,1,1,1,0,0,2538
0,1,1,1,3,0,2,0,252,3,5343,2,5,10,22,6,0,1,1,1,0,1,1,1,0,1,3585
0,0,3,1,3,0,2,1,199,2,552,2,2,4,11,17,1,1,1,0,0,0,0,0,0,0,1476
1,0,0,3,1,0,2,1,94,0,5680,0,5,5,21,21,1,1,0,1,1,1,1,0,0,1,1875
3,0,3,1,0,0,2,0,149,3,8945,3,2,11,10,15,1,1,1,0,1,1,1,1,1,0,3223
2,0,1,2,3,0,2,0,168,0,4845,0,5,1,23,20,0,0,0,0,0,1,1,1,1,1,2220
3,0,3,0,0,0,2,1,106,3,3894,0,4,4,10,24,0,0,0,1,0,0,0,1,1,0,2619
1,0,3,1,1,0,2,1,250,0,1277,1,7,0,28,13,2,1,1,1,0,1,1,1,1,0,1310
0,0,1,3,1,0,2,1,128,1,7242,1,2,7,5,0,1,0,0,0,1,0,0,0,1,0,1758
3,1,2,2,2,0,2,1,61,1,4861,3,7,7,0,10,0,1,0,1,0,0,0,0,0,1,2221
2,1,2,2,0,0,2,2,237,2,8048,0,4,14,9,9,2,1,1,0,0,0,0,0,1,1,3440
3,0,2,1,0,0,2,0,123,0,9480,2,7,8,30,6,1,0,0,1,1,0,0,0,1,0,2768
1,1,0,1,3,0,2,0,69,3,6761,0,6,12,47,1,1,1,0,0,1,0,0,1,1,0,4352
1,1,2,0,2,0,2,0,272,0,160,3,6,4,1,23,1,0,1,0,1,0,0,1,1,0,1775
0,0,1,1,1,0,2,0,232,1,8700,1,1,2,37,22,0,0,0,0,0,1,1,1,1,0,2472
2,1,0,0,0,0,2,2,266,1,7914,2,7,14,11,15,0,1,1,0,0,1,1,0,1,0,3992
0,1,2,3,3,0,2,1,280,3,7450,2,5,13,14,23,2,1,1,1,1,1,1,0,1,0,3712
0,0,2,1,0,0,2,1,239,2,3626,1,4,22,34,0,2,1,1,0,0,0,0,1,1,1,2313
2,1,1,2,2,0,2,1,297,0,1044,2,7,8,33,10,0,1,0,0,0,0,0,1,1,1,2573
0,1,3,2,2,0,2,1,171,3,7944,2,2,12,19,14,1,0,1,0,0,1,1,0,0,0,3764
1,1,2,2,2,0,2,1,115,3,8155,0,7,9,5,23,0,1,0,0,0,0,0,0,0,0,4388
1,0,1,3,1,0,2,0,276,2,9041,3,6,5,42,7,1,0,0,1,0,0,0,0,0,1,4371
0,1,2,1,0,0,2,1,156,3,2206,2,7,16,39,18,2,0,0,1,0,0,0,1,1,1,3923
2,0,1,2,0,0,2,0,148,3,3597,1,3,8,33,1,1,0,0,1,1,0,0,0,0,1,3064
0,0,2,0,0,0,2,2,154,0,1018,0,1,21,44,23,2,1,0,0,0,1,1,1,0,1,1625
1,1,1,2,1,0,2,0,91,2,1953,2,2,23,47,7,0,0,1,1,1,0,0,1,0,0,2357
0,1,3,3,3,0,2,2,72,3,8260,1,5,5,41,9,1,1,1,1,0,1,1,1,1,1,4222
3,0,1,1,0,0,2,0,92,1,3976,1,3,11,33,23,0,1,0,1,0,1,1,0,0,0,1930
0,1,1,0,2,0,2,0,139,3,2332,0,7,1,18,10,1,0,0,0,0,1,1,1,0,1,2972
2,0,3,1,2,0,2,1,246,0,2451,2,7,24,47,14,0,0,1,1,1,1,1,1,1,0,2289
3,1,0,0,0,0,2,0,127,0,6343,1,5,9,46,6,1,1,1,1,0,1,1,0,0,0,2387
3,0,3,1,3,0,2,2,177,3,1786,2,3,3,18,16,2,0,0,0,0,0,0,1,1,0,2461
3,1,2,2,0,0,2,0,183,3,1705,3,4,21,10,12,2,0,0,0,0,0,0,0,1,0,3032
1,1,1,2,2,0,2,0,107,2,4524,0,3,4,14,9,2,1,0,1,1,1,1,0,0,1,2519
1,1,1,1,0,0,2,2,229,1,2453,2,7,16,4,2,2,0,1,1,1,1,1,1,0,1,2618
1,1,0,2,0,0,2,1,230,0,268,1,5,12,27,9,2,0,0,0,0,0,0,1,0,0,2408
0,1,2,2,1,0,1,2,282,1,2237,2,6,0,8,5,0,1,1,0,1,1,1,0,1,0,1300
2,1,0,1,3,0,1,2,294,3,9488,0,5,16,20,18,2,1,0,0,0,0,0,0,0,0,3141
3,1,1,0,3,0,1,0,209,0,9555,2,2,13,43,3,2,1,1,1,0,1,1,1,1,0,1188
2,0,2,2,3,0,1,1,291,3,8707,1,3,2,23,23,1,1,1,0,1,0,0,1,1,1,2439
0,0,2,1,1,0,1,0,162,1,9159,0,7,2,26,16,0,0,0,0,0,0,0,1,0,0,1122
1,0,0,3,0,0,1,0,286,1,2721,0,6,23,30,22,0,1,1,0,0,1,1,1,1,1,2171
0,0,1,3,3,0,1,2,146,1,3276,3,1,13,10,10,0,1,1,1,1,0,0,1,0,1,877
3,1,0,1,2,0,1,2,174,2,3662,0,2,9,44,21,2,0,1,0,1,1,1,1,0,0,2046
2,1,1,3,3,0,1,1,247,0,8219,3,5,18,2,5,1,1,0,0,0,0,0,0,1,1,1708
1,0,0,0,2,0,1,2,125,0,5168,0,3,1,40,17,0,0,0,1,1,0,0,0,1,1,1552
2,1,2,1,2,0,1,2,234,0,8659,2,1,8,10,11,2,0,1,1,0,1,1,1,0,1,926
0,1,0,3,2,0,1,0,67,1,5230,1,3,5,6,0,1,1,1,0,1,0,0,1,1,1,914
0,0,3,3,0,0,1,2,140,2,6028,3,3,11,12,19,0,0,1,0,0,0,0,0,0,0,1884
0,1,2,0,3,0,1,2,269,2,4447,3,4,12,43,7,1,0,0,0,1,0,0,1,0,0,2649
0,0,0,2,0,0,1,1,161,0,2914,1,1,3,13,23,0,1,1,1,0,1,1,1,1,1,1033
0,0,0,2,3,0,1,0,252,1,9705,3,6,9,8,23,0,0,0,0,0,1,1,0,0,0,1874
2,0,1,3,3,0,1,0,79,1,5464,0,1,19,45,14,0,1,1,1,1,1,1,0,0,0,1143
3,1,3,2,3,0,1,0,131,1,6915,0,5,0,28,5,1,1,0,1,0,1,1,1,1,0,1203
0,1,3,3,0,0,1,2,85,3,9359,2,2,19,32,10,2,0,1,1,1,1,1,0,0,0,2654
0,1,3,0,1,0,1,1,256,2,159,3,7,4,33,16,0,0,1,0,1,1,1,1,1,0,2433
2,1,2,3,0,0,1,1,298,0,1170,0,1,15,1,22,2,1,1,0,0,0,0,1,0,0,1009
2,0,3,1,2,0,1,0,215,0,1695,0,6,22,31,24,2,0,1,1,0,0,0,1,0,1,1177
2,0,1,2,1,0,1,0,175,2,5671,0,4,16,45,14,2,1,0,0,1,0,0,0,1,1,1814
3,0,0,1,1,0,1,2,190,0,8553,1,6,6,44,19,2,1,1,0,1,1,1,1,1,1,1284
2,0,1,3,0,0,1,2,294,3,3216,0,1,5,20,21,1,1,0,1,1,0,0,1,0,1,2577
1,1,0,2,0,0,1,0,296,3,95,0,5,9,15,11,2,0,0,1,1,0,0,0,0,1,3294
0,1,0,3,1,0,1,2,292,2,3347,1,4,24,40,0,2,1,1,1,1,1,1,0,1,0,1954
1,1,3,2,0,0,1,1,276,0,2698,1,1,9,50,4,2,0,0,1,0,0,0,1,1,1,2027
0,0,1,0,2,0,1,2,209,0,1580,2,5,2,19,19,1,1,0,0,0,1,1,1,0,1,1543
1,1,2,1,2,0,1,0,156,2,2041,2,1,17,0,18,1,1,1,0,1,0,0,0,1,0,1484
3,1,0,3,0,0,1,1,289,0,2033,3,7,1,40,1,1,1,0,0,1,1,1,1,1,1,2517
3,0,0,2,3,0,1,2,214,0,7926,3,5,19,7,16,0,0,0,0,0,1,1,0,0,0,1644
3,1,1,1,3,0,1,1,68,2,825,3,7,17,21,4,2,0,1,0,1,0,0,1,1,0,2280
3,1,2,3,1,0,1,0,222,1,1072,2,3,12,19,8,2,1,0,0,1,1,1,0,0,1,1086
2,1,2,2,2,0,1,2,238,1,9316,1,3,8,29,0,2,1,0,0,0,0,0,0,1,0,1790
3,0,0,2,2,0,1,0,236,2,3610,0,2,12,37,22,0,0,0,1,1,0,0,1,0,1,1733
0,0,0,3,3,0,1,0,110,1,5696,2,4,11,45,12,1,0,0,1,0,0,0,1,1,0,1645
2,0,0,1,0,0,1,2,80,1,9746,2,5,19,25,3,0,0,1,1,1,0,0,0,1,0,1660
3,0,0,0,1,0,1,0,120,1,1401,3,2,16,33,1,2,1,1,1,1,0,0,0,0,1,766
1,1,2,2,0,0,1,1,299,3,9445,3,5,12,20,15,0,1,0,1,1,0,0,0,1,1,3779
3,0,2,1,2,0,1,2,240,0,6726,0,7,15,6,16,2,1,0,1,0,0,0,1,1,0,848
1,0,2,1,1,0,1,1,296,0,9285,2,6,3,45,1,0,0,0,1,1,1,1,1,0,0,1616
0,1,1,0,0,0,1,1,203,2,8920,2,2,23,32,6,2,1,0,0,1,0,0,0,0,1,2179
2,0,0,0,3,0,1,0,53,3,6894,0,7,0,15,10,2,1,1,0,0,1,1,1,0,0,2026
2,1,2,3,1,0,1,1,183,3,5442,2,3,9,20,20,1,1,1,1,0,1,1,0,0,1,2522
0,0,3,1,1,0,1,2,158,0,5151,0,7,8,43,16,1,0,1,1,1,1,1,1,0,0,980
3,0,3,0,2,0,1,1,153,1,5711,3,4,10,48,5,2,1,1,0,1,1,1,1,1,0,1523
3,1,0,0,2,0,1,0,268,3,8886,3,3,8,13,9,0,0,0,0,1,1,1,1,0,0,2797
2,0,3,3,0,0,1,1,97,2,8798,3,6,6,8,23,2,1,0,0,1,0,0,1,0,0,2161
0,1,1,1,2,0,1,2,236,0,5140,1,7,10,50,6,2,0,0,1,1,0,0,1,0,1,1884
2,1,1,0,3,0,1,2,62,2,9123,1,4,2,44,2,2,0,0,0,0,1,1,1,0,1,2539
2,0,3,0,1,0,1,0,77,0,9206,1,3,24,18,7,0,1,1,0,1,0,0,0,0,0,626
1,0,1,0,3,0,1,1,115,0,2062,1,6,22,19,14,0,0,1,0,0,0,0,0,1,1,1523
2,1,2,0,1,0,1,2,82,2,9371,3,4,19,36,11,1,1,1,0,1,1,1,1,1,0,2209
1,0,1,0,3,0,1,2,149,3,8250,1,4,14,42,24,2,1,1,0,1,0,0,0,1,1,2901
1,0,1,0,1,0,1,2,114,0,3657,2,7,1,20,21,0,0,1,1,1,0,0,0,0,1,1466
3,0,3,1,2,0,1,1,282,2,5823,1,6,19,21,10,2,1,0,1,0,0,0,1,1,1,1644
2,0,0,3,2,0,1,2,192,0,6654,0,1,24,5,8,2,1,1,0,0,0,0,1,1,0,965
1,0,3,3,2,0,1,2,211,2,5145,0,4,7,32,7,1,0,1,1,1,0,0,0,1,1,1930
2,0,3,0,2,0,1,2,124,1,875,1,3,16,27,6,0,1,1,0,1,1,1,1,0,1,1283
3,1,3,3,0,0,1,0,242,2,4749,1,5,23,29,15,1,0,1,0,0,1,1,0,1,0,2252
1,1,3,2,2,0,1,0,257,3,5517,2,4,0,7,20,2,1,1,1,0,1,1,1,1,1,2758
2,1,0,0,1,0,1,2,70,3,1210,1,2,7,27,5,0,0,1,1,0,1,1,0,1,0,2461
3,1,0,0,3,0,1,2,284,2,5095,1,4,21,9,2,0,1,1,1,1,0,0,1,0,0,1674
0,0,3,1,2,0,1,0,239,1,3850,2,5,21,45,18,0,1,0,0,0,1,1,1,1,1,1961
3,0,3,2,1,0,1,0,55,3,4458,3,5,0,50,5,2,0,0,1,1,1,1,1,0,1,2310
1,0,1,2,1,0,1,1,79,2,9384,2,2,23,38,6,2,0,0,1,1,1,1,0,1,0,1861
0,0,2,3,1,0,1,0,93,1,6192,2,5,6,26,21,2,0,1,1,0,0,0,1,0,0,1103
1,0,0,1,2,0,1,2,173,1,7557,1,4,4,13,19,0,0,1,1,1,1,1,1,0,0,1489
1,1,1,0,2,0,1,1,102,0,1919,3,3,2,46,23,1,0,0,0,1,0,0,1,0,1,2253
0,0,2,0,0,0,1,0,187,1,5175,0,6,6,44,13,2,1,0,0,0,1,1,1,1,1,1650
2,1,0,3,0,0,1,1,60,2,1518,3,2,20,28,14,1,0,1,0,1,1,1,0,1,1,2458
0,0,1,2,2,0,1,2,294,0,9740,2,2,1,22,4,0,0,1,1,0,0,0,1,0,0,1041
3,1,3,3,0,0,1,2,219,1,6840,2,7,15,24,7,0,1,0,1,0,0,0,1,0,0,1966
2,1,3,3,2,0,1,1,104,2,520,0,3,17,36,17,1,0,1,0,1,0,0,1,1,0,2214
0,0,3,0,2,0,1,2,185,0,1059,1,6,19,29,5,0,1,1,0,1,1,1,0,1,1,1308
1,1,3,3,2,0,1,2,290,0,1454,3,1,10,19,9,2,0,1,0,1,0,0,0,0,0,1386
1,0,2,0,2,0,1,2,225,2,4955,3,5,2,0,3,0,1,1,1,1,0,0,0,1,0,1828
0,0,3,2,2,0,1,1,120,3,115,1,2,11,49,17,0,1,0,0,1,0,0,0,0,0,2509
2,1,2,1,3,0,1,0,109,3,3363,2,6,17,22,20,2,0,1,0,1,0,0,0,1,0,2971
1,0,0,1,2,0,1,2,202,2,7892,1,3,4,49,10,0,1,0,1,1,1,1,0,0,1,2349
1,1,0,1,2,0,1,2,107,1,2434,0,5,19,39,20,1,0,0,1,1,0,0,1,1,1,2057
1,0,3,1,1,0,1,2,132,3,8052,3,1,19,17,6,2,0,0,0,1,0,0,1,1,1,2415
3,1,2,3,0,0,1,2,82,0,8941,1,4,17,26,16,0,0,0,1,1,1,1,0,0,1,1510
3,0,1,1,0,0,1,1,76,2,6819,2,4,11,48,9,2,0,0,0,0,1,1,1,0,0,2207
2,0,2,0,3,0,1,2,270,3,8530,0,2,16,2,4,2,0,1,1,0,1,1,1,1,0,1948
3,0,1,2,1,0,1,2,294,0,8383,1,4,14,50,2,0,1,0,0,0,1,1,0,0,1,1484
3,1,0,0,0,0,1,2,158,3,3320,1,2,17,22,10,2,0,1,0,0,0,0,0,0,1,2599
2,0,3,3,2,0,1,2,91,3,6428,1,1,9,44,11,2,1,1,1,1,0,0,1,1,1,2333
3,1,3,2,2,0,1,2,235,0,1927,3,2,11,41,14,1,0,0,1,1,1,1,0,0,0,1599
3,1,3,0,3,0,1,0,66,1,6181,3,7,10,19,12,2,0,1,1,0,1,1,0,0,0,1588
2,0,2,1,1,0,1,2,232,3,3002,0,3,7,27,10,0,1,0,0,0,1,1,0,1,1,2415
0,1,0,2,1,0,1,2,258,1,3175,3,1,5,18,6,1,1,1,0,0,0,0,1,0,1,1290
0,1,0,0,0,0,1,2,80,0,1388,2,4,7,19,7,1,1,1,0,0,0,0,1,0,0,1471
1,1,0,1,0,0,1,0,89,0,4621,1,4,22,46,1,1,1,0,0,0,0,0,1,1,0,2029
2,1,1,2,2,0,1,0,213,1,2184,1,6,24,33,15,0,1,0,0,0,1,1,1,1,0,2218
3,0,3,1,3,0,1,1,220,1,1098,1,6,18,26,6,2,0,0,1,0,0,0,1,1,0,1352
0,1,3,2,0,0,1,0,118,1,4880,0,1,8,24,9,0,0,0,0,0,0,0,1,1,0,1513
2,1,2,2,3,0,1,0,116,0,5689,3,7,11,45,6,1,1,1,0,0,0,0,0,1,0,2253
1,1,2,1,3,0,1,0,217,1,625,3,1,16,25,19,1,0,0,1,0,0,0,1,1,0,1605
0,0,0,0,0,0,1,2,88,1,3102,3,3,3,19,14,0,1,1,0,0,1,1,0,1,0,1637
2,0,1,1,1,0,1,1,116,2,4009,1,7,24,29,23,1,0,0,1,1,0,0,1,1,0,1937
0,0,2,3,2,0,1,0,117,2,3438,1,6,8,11,19,1,0,1,0,1,1,1,0,1,1,1669
2,1,3,3,0,0,1,0,234,0,1762,1,7,1,29,8,1,0,1,1,1,1,1,0,0,1,1685
1,1,3,1,2,0,1,0,65,1,2671,3,2,18,37,8,1,1,1,1,0,1,1,0,0,1,1487
2,0,0,1,1,0,1,2,136,1,8747,3,5,21,10,19,1,0,0,1,1,1,1,0,1,0,1511
0,1,2,3,2,0,1,1,164,3,71,1,5,22,31,8,2,1,0,0,0,1,1,0,1,0,2899
2,0,3,2,3,0,1,1,62,0,2289,2,7,18,11,17,0,0,1,1,0,0,0,1,0,0,1340
3,1,3,0,1,0,1,2,170,3,4630,2,5,19,22,1,2,0,0,0,1,1,1,1,0,1,2591
1,0,2,0,1,0,1,1,251,1,1552,0,1,24,46,24,2,0,1,1,0,1,1,0,0,0,1274
0,1,0,0,2,0,1,1,183,2,9489,0,5,22,1,9,1,1,0,1,0,0,0,1,1,0,1610
2,1,0,3,3,0,1,1,189,2,3182,2,7,3,13,16,1,0,1,1,1,1,1,1,1,0,2612
3,0,3,3,1,0,1,2,205,1,5898,1,3,13,43,5,2,1,1,0,0,1,1,1,0,0,1175
0,0,3,1,2,0,1,1,286,1,3010,2,7,7,48,12,2,0,1,0,0,0,0,0,1,1,1977
1,1,3,0,3,0,1,1,258,0,5119,1,5,20,26,19,2,1,1,0,1,0,0,0,1,0,1634
0,0,1,1,0,0,1,2,243,1,1167,0,3,20,37,1,1,0,0,1,1,1,1,0,0,1,1508
1,1,2,0,3,0,1,1,172,3,2419,3,7,20,3,13,1,1,1,0,1,0,0,1,0,1,3342
3,1,2,1,1,0,1,1,183,2,5544,0,4,24,19,12,2,1,0,1,1,1,1,1,1,1,1333
1,1,1,1,2,0,1,1,77,3,9246,2,5,14,35,9,0,0,1,1,1,0,0,0,0,1,3420
2,0,0,1,3,0,1,2,181,0,7270,2,1,16,43,8,1,1,1,1,1,1,1,0,0,0,1244
2,1,1,1,1,0,1,0,276,3,2171,1,7,14,8,0,0,1,1,1,0,0,0,1,1,1,2474
3,1,1,3,3,0,1,0,164,0,4443,2,4,7,39,9,2,1,1,1,0,0,0,0,1,1,1358
2,0,2,2,3,0,1,1,56,1,6873,2,2,0,33,14,2,1,1,1,0,0,0,0,0,0,1067
0,0,3,2,2,0,1,1,152,3,8676,1,2,2,18,5,0,0,0,0,1,0,0,0,0,1,2237
1,0,0,1,0,0,1,0,251,1,4999,3,5,3,1,0,1,1,0,1,1,0,0,0,1,1,1729
3,1,3,1,3,0,1,0,80,2,5795,1,2,24,44,18,0,0,1,1,0,0,0,1,0,0,1791
3,1,1,1,0,0,1,2,106,1,9086,0,4,0,27,22,1,1,0,1,0,0,0,0,1,1,1593
0,0,0,2,0,0,1,0,275,3,2098,3,3,15,10,9,0,1,0,1,1,1,1,1,1,0,2487
2,0,3,1,1,0,1,2,145,0,1519,0,7,7,38,23,1,0,1,1,1,1,1,0,1,0,1119
3,0,0,2,3,0,1,1,262,0,7153,3,1,15,46,24,2,0,1,1,0,0,0,0,1,1,1404
0,0,0,3,1,0,1,1,280,0,9060,3,2,13,13,5,2,1,1,1,1,1,1,1,0,1,727
1,0,3,2,1,0,1,0,166,2,9649,3,5,19,35,0,1,1,0,0,1,1,1,1,0,0,2181
1,0,1,3,3,0,1,1,71,1,4078,0,4,8,49,13,2,1,1,1,1,0,0,0,1,0,1505
2,1,2,2,3,0,1,0,93,2,2071,0,3,2,44,10,0,0,0,1,1,0,0,0,1,0,2108
2,1,1,1,0,0,1,0,253,1,658,0,4,9,22,16,0,0,1,1,0,1,1,0,1,0,1707
2,0,0,0,1,0,1,2,169,0,6544,3,7,7,22,13,2,0,0,1,0,0,0,0,0,1,1761
1,0,3,0,3,0,1,2,139,3,4460,2,3,8,50,17,1,0,1,0,0,1,1,1,0,1,3070
3,0,1,3,2,0,1,1,86,2,4842,3,6,18,27,24,0,1,1,1,0,1,1,0,0,0,1979
3,1,0,3,0,0,1,2,209,1,9989,1,4,9,25,21,1,1,0,1,1,0,0,1,1,1,1844
3,0,2,3,3,0,1,2,67,1,260,1,5,20,10,6,2,1,1,1,1,0,0,1,1,0,881
0,0,2,2,3,0,1,2,116,0,4413,1,2,14,20,20,2,0,0,0,1,1,1,1,0,0,1084
1,1,0,1,1,0,1,2,271,2,3149,3,7,11,18,24,2,0,1,0,0,0,0,0,0,0,3130
3,1,1,0,1,0,1,1,158,1,7037,0,2,11,5,3,1,1,0,0,1,0,0,0,0,1,697
3,1,1,3,1,0,1,1,158,0,2200,3,7,10,25,11,1,0,1,1,0,1,1,1,1,1,1570
3,1,0,0,1,0,1,0,68,1,9691,3,5,1,50,19,0,0,1,1,0,0,0,0,0,1,1656
0,0,3,0,3,0,1,1,113,1,6943,0,2,12,6,12,2,0,1,1,0,0,0,1,0,1,712
3,0,2,1,2,0,1,1,147,3,9543,2,1,16,2,8,1,0,0,1,0,0,0,1,1,0,1640
0,1,1,1,1,0,1,0,170,0,2157,2,4,23,42,12,0,0,0,0,1,1,1,0,0,0,1594
0,0,2,1,3,0,1,1,128,1,783,2,5,10,32,17,1,0,0,1,1,1,1,0,1,1,1655
0,0,0,0,0,0,1,2,76,1,3392,1,4,14,15,7,2,1,1,0,0,0,0,0,1,0,1283
1,0,1,2,2,0,1,2,77,2,3540,2,2,24,45,23,0,0,1,1,1,0,0,0,1,0,2230
0,1,0,2,1,0,1,2,117,0,2930,0,6,12,0,20,0,1,0,0,0,0,0,1,0,1,995
0,0,2,1,2,0,1,0,178,3,357,3,3,21,28,11,2,1,0,0,0,1,1,1,1,0,2287
0,0,0,0,2,0,1,1,244,1,6420,1,2,18,27,7,0,0,1,1,1,0,0,0,1,1,1310
3,0,2,0,3,0,1,0,54,0,1835,1,2,22,49,9,2,1,1,0,1,0,0,1,0,1,992
1,1,1,1,1,0,1,0,200,2,4320,0,6,3,13,22,2,0,1,1,1,0,0,1,1,1,1610
2,0,3,3,1,0,1,1,126,1,1718,2,2,4,14,16,2,0,1,1,1,1,1,0,0,1,794
2,1,3,2,0,0,1,2,53,0,6296,1,3,10,17,1,2,0,0,0,1,0,0,1,0,1,1452
3,1,0,2,0,0,1,1,181,1,5209,2,3,1,6,7,1,1,1,0,0,0,0,1,0,1,1452
2,1,2,2,2,0,1,2,80,2,9345,3,3,0,47,7,0,0,0,1,1,1,1,0,1,0,2658
3,1,3,1,3,0,1,1,106,3,3573,0,2,23,35,6,1,0,1,0,0,1,1,1,1,1,2440
1,0,0,1,3,0,1,0,51,0,7189,0,4,3,7,21,1,1,0,1,1,0,0,0,1,0,746
2,1,2,2,3,0,1,1,52,1,7150,3,6,19,37,16,2,0,1,0,0,0,0,1,0,1,2379
1,0,2,3,3,0,1,2,123,2,4211,0,3,4,32,12,2,1,1,0,1,1,1,0,0,1,1960
