Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,Recycling_Metal,Recycling_Paper,Recycling_Plastic,Cooking_Grill,Cooking_Microwave,Cooking_Oven,Cooking_Stove
0,0,0,2,0,0,3,2,226,1,4909,2,3,8,1,2,0,2690,0,0,1,0,0,0,1
0,1,2,2,3,1,4,1,261,0,1632,1,2,17,29,20,0,1323,1,1,1,1,1,0,0
1,1,2,1,1,2,4,2,75,2,24,1,5,0,9,11,2,1974,0,0,1,0,0,1,1
2,0,3,3,3,0,3,2,190,0,7909,2,3,20,0,6,1,2959,1,1,1,0,1,0,1
1,0,1,1,1,1,4,1,125,0,1813,2,7,17,17,8,2,1260,1,1,0,0,0,0,0
1,0,0,1,2,2,4,1,155,2,13,1,5,23,4,5,0,1998,0,0,0,1,0,0,1
2,0,0,0,2,0,3,2,275,3,8404,3,3,3,27,4,2,5071,0,0,1,0,1,1,0
2,0,1,2,2,1,4,2,152,1,1299,2,6,21,38,1,1,1717,1,1,1,0,0,0,0
0,1,3,3,3,0,5,0,279,2,4296,1,3,9,50,2,1,4053,0,0,0,1,1,1,1
3,0,1,2,1,0,1,2,115,2,6338,3,7,9,48,12,1,2068,1,1,1,0,0,0,1
0,0,2,0,0,0,0,0,294,3,8037,3,7,8,24,1,2,4652,0,0,1,0,1,0,0
2,1,2,2,0,0,3,1,219,2,3349,0,2,8,45,20,0,3560,0,0,1,0,1,1,0
1,1,0,0,0,0,1,2,185,0,1444,2,1,9,49,19,1,2491,0,0,1,1,0,0,1
3,1,2,1,3,2,4,0,183,1,96,3,5,17,16,2,0,1425,1,0,1,0,1,1,0
2,1,3,3,3,1,4,1,77,3,542,1,1,20,44,16,1,3043,0,0,1,0,0,0,0
0,1,1,1,3,1,4,2,71,0,426,3,5,23,33,7,0,1779,1,1,0,1,0,1,0
3,1,3,1,2,1,4,1,250,3,1964,1,7,2,25,9,1,2760,0,1,0,1,0,0,0
3,0,1,0,0,0,1,0,72,3,3238,1,1,11,33,17,0,2189,0,0,0,0,0,1,0
0,1,2,2,0,1,4,2,131,1,205,0,7,23,45,5,1,1909,1,1,0,1,1,0,0
1,1,3,2,3,1,4,0,261,0,1121,1,4,4,49,11,1,1821,0,1,1,0,1,1,1
1,0,3,2,2,2,4,1,293,3,68,0,2,1,20,2,0,2470,0,1,0,1,1,0,1
0,1,2,1,0,2,4,0,238,3,3,2,1,23,36,10,1,2720,0,1,0,1,1,0,0
2,1,1,2,3,2,4,0,192,0,20,1,2,15,33,6,1,1592,0,0,0,1,0,0,0
2,1,3,0,3,2,4,1,62,1,10,0,3,15,17,23,1,1255,1,0,1,1,1,0,0
0,1,0,1,1,2,4,2,81,0,89,2,2,20,50,10,2,1558,0,0,0,0,0,1,1
0,0,3,2,0,0,5,0,230,3,4268,2,4,24,39,13,2,3968,1,1,0,0,1,0,0
0,0,1,2,2,1,4,1,58,2,1876,0,7,13,24,3,0,1723,0,1,0,1,1,0,1
3,1,0,3,0,1,4,0,62,1,275,1,4,4,4,10,0,1309,1,0,0,1,1,0,1
2,0,0,2,2,1,4,1,118,2,257,3,4,3,22,3,0,2187,0,1,0,1,1,0,1
0,0,1,2,0,2,4,0,271,3,61,0,6,16,15,2,0,2257,0,1,1,1,0,0,0
1,1,3,0,0,2,4,1,52,2,82,2,6,12,48,7,1,2933,1,1,0,0,0,1,1
1,0,0,2,1,2,4,2,162,0,34,2,6,10,49,11,1,1848,1,1,0,0,0,1,1
3,0,0,0,0,2,4,2,270,3,61,1,6,15,50,0,2,2926,0,1,0,1,1,0,1
1,0,2,2,0,1,4,0,262,0,838,0,2,11,17,18,2,1344,1,0,0,0,0,1,0
1,1,3,2,3,1,4,1,196,1,950,1,5,15,13,0,1,1607,1,0,1,1,1,0,1
0,0,1,1,3,0,5,2,114,1,8021,1,3,5,12,15,1,3426,1,1,0,0,1,0,0
0,1,0,1,3,2,4,2,236,2,56,2,5,4,48,1,2,2614,0,1,0,0,1,0,0
1,0,1,3,0,0,3,0,97,0,5878,1,5,7,34,1,1,3370,0,0,1,0,0,0,0
3,0,3,3,0,2,4,1,196,3,95,0,3,4,4,12,1,1803,1,1,0,0,0,1,1
2,1,1,2,0,2,4,0,64,3,88,1,4,12,13,2,2,2601,0,0,1,0,1,0,0
1,0,3,2,3,2,4,0,203,1,42,2,6,2,28,5,0,1766,1,0,0,0,1,1,1
1,1,2,1,2,1,4,1,212,0,1050,3,4,9,19,9,0,1783,0,1,1,1,0,0,1
0,0,2,0,2,1,4,1,100,2,1269,3,4,0,50,22,2,2100,1,1,0,0,1,0,0
2,1,1,1,3,0,5,1,272,1,3808,3,4,7,23,17,2,3434,0,1,1,0,1,1,1
0,0,2,2,0,2,4,2,160,1,24,2,3,10,39,5,1,1724,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1,58,0,1396,0,7,7,5,9,0,1033,1,1,0,0,0,0,0
0,1,1,0,1,1,4,2,125,0,132,1,7,19,19,0,1,1128,1,0,0,1,0,0,0
3,0,0,2,2,1,4,0,260,3,1968,2,6,1,13,7,0,2243,1,1,1,1,0,0,1
0,1,3,3,3,0,5,2,82,3,1048,1,1,14,0,22,2,2425,0,1,1,0,1,0,0
1,1,2,2,1,0,0,1,105,1,2936,1,6,22,25,19,0,2791,0,0,0,1,1,0,1
2,1,2,1,0,0,1,0,103,3,4792,0,1,1,35,3,2,2662,0,1,1,0,1,1,0
1,0,1,3,2,2,4,1,204,1,82,1,6,18,5,8,0,1291,1,1,1,1,0,1,0
3,1,0,3,0,2,4,2,165,0,1,1,5,0,18,20,0,1530,1,1,0,0,1,0,0
3,1,3,3,0,2,4,0,180,1,21,1,1,24,34,7,2,1363,1,0,1,1,0,0,1
2,0,2,2,0,0,1,2,128,1,9511,3,4,6,29,13,2,1797,0,1,1,1,1,0,1
2,1,1,3,0,1,4,2,168,1,672,2,5,13,2,13,0,2084,1,0,0,0,0,1,0
1,0,3,0,2,1,4,2,135,3,292,1,6,17,6,19,1,2603,0,1,1,0,1,0,0
2,1,2,3,1,2,4,1,209,0,33,3,4,17,37,15,2,1734,0,1,0,1,1,0,0
3,0,3,2,2,1,4,1,285,2,465,0,6,15,46,5,2,1854,1,0,0,1,0,0,0
2,1,3,0,1,0,3,1,141,1,8034,1,6,19,44,23,1,4223,1,0,1,1,0,1,0
2,1,2,2,1,1,4,1,261,2,1901,0,7,21,14,22,1,1790,1,1,1,1,0,0,0
0,0,1,3,3,0,5,0,145,0,4458,1,4,12,9,10,1,2021,1,1,1,0,1,0,0
3,1,0,3,2,0,0,0,171,2,9562,0,5,19,31,11,1,4300,0,0,0,0,0,0,1
1,1,3,1,3,2,4,2,107,2,22,1,6,14,43,11,2,2706,0,1,0,0,0,1,0
2,1,2,3,2,2,4,0,255,0,72,3,6,8,12,1,2,1495,0,1,0,1,1,0,0
3,1,2,2,2,0,5,2,140,1,7246,3,1,17,23,0,0,3757,1,1,0,0,0,1,0
3,0,0,1,2,0,3,2,212,3,7840,3,4,12,4,1,1,3925,1,1,1,1,0,0,1
1,1,3,3,1,1,4,0,150,0,434,3,1,16,50,12,0,1616,0,0,0,0,1,1,0
0,0,0,2,2,0,2,0,158,3,2052,1,3,0,17,2,1,2279,0,1,0,1,0,1,1
3,0,3,0,2,2,4,0,279,1,54,3,2,9,1,4,0,1061,0,0,0,0,1,0,1
3,0,1,1,1,2,4,1,147,2,29,2,3,17,3,15,1,1168,1,1,0,1,1,1,1
3,0,0,3,2,2,4,0,215,1,4,3,3,3,16,24,2,1167,1,1,0,0,1,1,0
2,0,2,3,0,2,4,0,272,3,85,0,7,18,18,15,2,2672,0,0,0,1,1,1,1
1,0,1,0,3,0,5,0,118,0,5602,0,2,20,2,19,1,3094,0,0,0,0,0,1,0
0,1,1,2,1,2,4,2,52,0,43,1,2,19,10,0,0,656,1,0,0,0,0,1,1
3,0,3,0,3,2,4,0,69,3,53,3,1,18,23,14,2,1943,0,0,0,1,0,0,0
2,0,1,2,1,0,1,1,176,3,8091,3,5,15,41,22,2,2728,1,0,1,0,0,1,1
3,1,3,3,0,1,4,2,219,0,117,1,6,8,16,2,1,1501,1,0,0,0,1,1,1
0,1,1,1,2,1,4,0,85,3,136,0,1,15,18,4,0,2182,1,0,1,1,1,1,0
0,1,3,3,2,0,5,2,94,1,8522,1,1,18,38,12,0,4598,1,1,0,0,0,0,0
3,0,2,0,2,1,4,2,230,3,1877,1,5,3,14,12,0,2164,0,1,1,0,0,1,1
3,1,2,3,0,2,4,2,114,1,38,2,1,14,4,10,2,1223,0,0,1,1,0,1,0
1,1,3,1,0,1,4,0,97,1,542,2,4,21,1,14,1,1687,0,1,0,0,0,0,0
2,0,1,3,0,2,4,1,272,2,37,2,4,15,14,11,0,2081,0,1,1,0,1,0,0
3,0,1,1,3,1,4,1,261,3,1843,3,6,10,45,21,1,2931,1,1,1,0,1,0,1
3,0,2,0,0,1,4,2,201,1,880,1,5,15,39,19,1,1707,0,1,1,1,0,0,1
2,1,2,1,0,2,4,1,256,3,29,1,7,7,49,12,0,3343,1,1,0,0,0,1,1
2,0,3,0,0,1,4,0,95,2,944,0,5,7,17,11,2,1654,1,0,0,0,1,0,1
0,1,2,1,2,0,0,0,219,1,5556,2,4,10,47,14,2,3114,0,1,0,1,1,0,1
2,1,3,0,2,2,4,1,111,3,39,0,2,1,4,15,0,2158,0,1,1,0,0,0,0
3,0,1,2,2,1,4,0,222,0,1287,3,7,9,22,1,1,1410,1,1,1,0,1,0,0
2,0,2,2,0,1,4,0,63,0,1778,3,7,6,4,5,2,1444,1,1,1,1,0,0,1
3,0,2,0,3,2,4,1,52,0,6,0,5,18,2,0,2,723,0,0,0,1,0,1,1
2,1,3,2,1,1,4,2,162,1,695,1,1,7,39,13,2,1651,0,0,1,1,0,1,1
0,0,1,1,2,2,4,0,115,2,72,0,1,13,1,0,0,955,1,1,0,1,0,1,0
3,1,2,0,0,0,1,0,144,2,4771,3,4,15,18,8,1,2014,1,0,1,0,0,0,1
2,1,3,1,2,0,5,1,147,0,8567,1,7,0,11,21,1,4994,1,0,0,1,1,1,0
2,0,0,0,0,2,4,0,286,1,57,2,2,23,15,23,1,1767,1,0,0,0,0,1,0
2,1,0,3,2,2,4,2,262,1,89,3,3,6,42,7,1,2686,0,0,0,0,1,1,0
1,1,2,1,3,1,4,0,206,0,1067,0,2,13,44,24,1,1629,1,0,1,0,0,1,1
2,1,1,2,0,2,4,0,50,0,3,1,7,22,50,8,1,1943,1,1,0,1,0,0,1
3,0,3,3,3,1,4,2,65,0,1122,0,4,14,20,7,1,976,0,0,1,0,0,1,1
0,1,3,2,3,1,4,2,281,0,1373,3,3,23,20,17,1,1714,1,0,1,1,1,1,1
3,0,0,2,1,0,5,1,187,3,2847,3,4,16,23,22,2,3121,0,1,1,1,1,0,0
0,1,1,0,2,1,4,2,181,1,1719,2,4,11,14,17,1,1681,0,1,1,0,1,1,1
1,1,2,1,2,0,0,0,58,1,3337,3,3,12,49,15,0,3361,0,0,0,0,0,1,1
3,0,2,3,2,0,2,0,201,1,197,1,5,8,12,2,0,915,1,1,0,1,1,1,1
0,1,2,2,3,2,4,0,98,2,92,3,3,15,20,23,2,2096,0,0,0,0,1,1,0
2,0,0,3,3,0,5,1,245,1,7070,1,4,5,26,3,2,3995,1,0,1,0,1,0,1
2,1,2,0,0,0,1,1,215,0,681,2,1,1,1,3,0,1178,0,0,0,0,1,0,0
0,1,1,1,2,0,3,0,91,2,9245,1,1,5,49,2,2,4151,1,1,1,1,0,1,0
2,0,1,2,0,1,4,2,179,0,1392,1,4,14,45,20,1,1936,0,1,0,0,1,1,0
0,0,2,3,2,0,2,0,257,1,2663,1,4,20,48,23,1,1781,1,1,0,0,1,0,0
2,0,0,1,3,2,4,2,99,2,88,2,4,7,16,5,2,1654,1,1,1,0,0,1,0
0,0,2,0,3,1,4,0,51,3,5,0,1,19,32,13,0,2188,0,0,0,0,0,1,0
3,1,0,3,3,0,5,1,264,1,6138,1,6,4,23,0,2,3647,1,1,0,0,0,1,0
2,1,1,2,0,1,4,2,287,3,1990,3,3,7,35,24,2,3758,0,1,0,1,1,1,1
0,1,0,1,2,2,4,2,116,2,82,0,7,0,39,4,1,2061,0,1,1,0,0,0,1
1,1,2,1,3,1,4,2,192,0,53,0,5,5,26,12,2,1635,0,0,0,0,1,0,0
3,0,3,2,2,1,4,2,174,1,1714,0,1,19,9,7,0,884,1,1,1,0,1,1,1
1,0,2,3,1,0,0,0,255,2,6859,2,6,9,21,6,0,3895,1,1,0,0,1,1,1
2,0,1,0,2,1,4,2,169,1,1957,0,2,16,5,7,0,1204,0,1,0,1,1,0,0
0,0,1,2,0,0,5,0,211,1,6087,0,2,10,44,19,1,3284,1,1,0,0,0,1,0
2,1,2,2,3,0,5,0,164,2,1810,2,3,13,36,16,0,3118,1,0,0,1,1,0,1
2,0,3,0,3,0,5,1,194,1,7666,0,6,6,40,19,2,4102,1,1,1,1,0,0,0
3,0,0,1,2,1,4,1,199,1,877,1,3,13,28,5,2,1264,0,1,0,0,1,0,0
3,0,2,0,2,0,3,1,298,2,9075,0,6,20,46,5,0,3719,1,0,0,0,1,1,1
2,0,0,2,0,1,4,2,262,0,489,0,5,8,3,16,0,1678,1,0,0,1,1,1,1
1,0,2,2,3,2,4,2,51,3,59,0,4,21,38,17,0,3140,0,0,0,1,0,1,0
3,1,2,1,0,1,4,2,99,2,527,0,7,9,47,2,1,2201,1,1,1,1,1,1,1
1,1,3,1,0,1,4,1,240,2,910,0,7,11,41,17,1,3184,0,0,0,1,1,0,0
1,1,3,3,0,0,5,1,261,1,174,2,6,12,20,0,0,2400,0,1,1,1,1,1,1
2,0,2,2,2,2,4,0,178,0,96,0,7,2,29,7,0,1035,1,1,1,1,1,1,1
1,0,0,1,2,2,4,1,128,2,47,3,7,2,43,21,1,3171,1,0,0,1,0,0,0
0,1,2,2,2,1,4,1,181,3,253,3,2,23,22,4,1,2472,1,1,0,0,0,1,1
1,0,3,3,1,1,4,0,226,1,1637,0,6,13,39,3,1,1582,0,0,1,0,1,0,1
2,1,1,1,1,2,4,2,78,1,82,1,6,11,37,13,1,1535,1,1,0,0,1,0,1
1,0,1,2,0,0,2,0,188,3,5156,2,7,19,33,20,2,4368,1,0,0,1,1,1,1
2,0,3,2,0,1,4,0,167,0,207,3,6,8,37,18,2,1801,1,1,1,0,0,0,1
3,0,0,3,2,2,4,2,248,3,29,3,5,21,33,1,0,2875,1,0,1,0,0,1,1
0,0,2,2,3,0,1,1,186,2,3197,3,7,12,22,20,2,2257,1,0,1,1,0,0,0
2,0,3,3,2,1,4,1,205,3,1445,2,5,15,39,6,0,3007,0,0,0,0,1,0,1
2,1,3,1,2,2,4,0,284,3,51,1,1,15,35,24,1,2840,0,1,0,1,1,0,0
1,1,3,1,2,0,5,2,81,1,6231,3,7,18,25,6,1,5952,1,0,0,1,1,1,0
3,1,2,3,0,0,0,1,74,1,2887,0,7,13,23,6,1,2224,1,0,1,0,1,1,1
1,1,0,2,1,0,2,0,127,0,3749,3,4,9,24,2,1,2099,1,1,0,1,0,0,0
3,1,2,0,1,1,4,0,239,2,667,3,7,6,22,16,2,2254,0,1,1,1,0,1,0
1,1,3,0,0,0,0,1,264,3,7158,3,2,5,47,18,0,5920,1,0,1,0,1,0,0
3,0,3,2,3,0,0,0,249,0,7826,1,2,14,3,0,2,2352,0,0,0,0,0,0,0
0,1,0,0,1,1,4,0,250,3,1542,3,2,2,23,24,2,2563,0,1,1,1,1,0,0
3,1,1,3,2,2,4,2,214,2,26,3,7,5,1,10,0,2059,1,1,1,1,1,0,1
1,0,1,3,3,2,4,2,286,0,37,2,6,8,41,2,0,2283,0,0,1,1,1,0,0
2,0,3,3,3,2,4,2,101,1,7,1,5,23,0,12,0,1070,1,1,1,1,0,1,0
3,0,3,0,2,1,4,2,66,2,1178,0,1,24,7,7,2,1207,0,1,1,0,0,1,1
1,1,0,2,3,1,4,2,120,1,1654,0,5,24,47,19,0,2443,1,1,1,1,0,1,0
3,1,0,1,2,0,5,1,280,3,171,0,5,0,43,0,2,2751,1,0,0,1,0,0,1
2,0,2,1,2,0,1,2,214,3,3431,3,1,12,28,16,1,2477,1,0,1,0,1,1,0
3,0,0,0,1,2,4,0,294,0,55,1,5,0,48,24,2,1296,1,0,0,0,0,0,0
2,1,0,2,2,1,4,0,179,1,932,1,2,1,3,8,0,1061,1,1,0,0,0,1,1
0,0,2,2,3,2,4,1,158,2,38,3,6,20,19,18,1,2110,0,1,0,0,1,0,1
0,1,0,3,1,2,4,2,210,0,92,0,6,9,20,10,1,1293,0,1,0,1,0,1,1
2,1,1,3,0,1,4,0,225,0,1228,2,3,16,16,7,2,1498,0,1,1,1,1,0,0
2,0,3,3,0,1,4,2,191,0,1897,2,5,21,11,18,0,1642,1,1,0,1,0,1,0
2,1,2,0,0,0,0,1,77,3,5221,3,4,23,21,3,2,4646,0,1,1,1,1,1,0
2,1,1,0,3,0,1,1,248,1,5174,3,4,4,24,10,2,2009,0,1,0,1,0,0,1
1,0,3,3,2,1,4,1,101,3,1563,2,3,20,31,18,0,2970,0,0,1,1,1,0,0
3,1,1,0,3,1,4,1,59,3,1565,1,3,13,29,5,2,2363,1,0,1,0,1,1,1
1,1,3,1,1,0,1,2,246,1,6693,2,5,0,17,10,0,1936,0,0,1,0,0,1,0
3,0,2,2,2,0,2,2,179,2,4129,3,7,16,29,1,1,2393,1,1,1,0,1,0,1
2,1,0,1,1,0,3,1,66,3,9460,1,6,1,37,10,1,5703,0,0,0,1,0,1,0
2,1,0,2,2,1,4,0,210,1,1573,2,4,5,19,12,1,1864,1,0,1,1,0,1,1
0,0,3,0,2,1,4,0,170,3,1105,2,2,14,36,21,1,2254,1,1,0,1,0,1,1
2,0,0,0,0,2,4,2,244,2,22,0,1,16,6,2,1,1934,0,0,1,0,0,1,0
2,0,1,0,2,1,4,1,172,0,612,2,3,22,38,11,2,1332,1,0,1,1,1,0,1
1,1,3,0,0,1,4,2,82,0,1940,0,4,13,44,20,0,2025,1,1,1,1,1,0,1
1,0,0,1,1,2,4,0,126,2,15,0,7,22,24,4,2,1622,0,1,1,0,0,0,1
1,0,2,3,3,2,4,2,101,1,47,3,1,7,23,17,2,1273,1,1,1,0,1,1,0
0,1,2,2,3,2,4,1,214,2,21,0,1,15,48,0,0,1962,0,1,0,1,1,0,1
1,0,2,0,1,1,4,0,155,3,1926,0,3,12,14,17,2,1995,1,1,0,1,0,0,1
1,1,2,1,1,2,4,0,251,1,19,2,3,23,47,5,0,1850,0,1,1,1,0,1,0
0,0,3,1,1,0,0,2,67,3,1122,2,4,13,1,5,0,1866,1,1,1,1,1,1,0
1,1,3,2,2,2,4,2,256,2,50,0,2,6,7,16,0,2035,0,1,0,1,0,0,0
0,0,0,1,0,0,3,2,75,3,9525,1,7,0,5,6,1,4642,0,0,1,0,0,1,0
0,0,1,0,3,1,4,0,188,3,1660,1,5,24,27,16,1,2253,1,1,0,1,0,0,1
2,1,0,2,0,2,4,0,255,3,56,1,7,10,2,7,0,2752,1,1,1,0,0,0,0
2,1,2,0,0,0,2,2,213,3,8374,1,7,10,20,5,2,4578,0,1,0,0,1,1,0
3,0,2,3,0,1,4,1,56,0,1466,2,1,4,8,12,0,886,0,1,1,0,1,1,1
0,1,2,0,2,0,0,0,247,2,325,1,5,5,45,19,2,2380,0,0,0,1,1,0,0
0,0,0,0,3,2,4,2,288,3,92,0,4,23,7,9,0,2526,0,0,0,1,0,0,1
3,0,3,1,0,1,4,0,260,1,719,1,1,24,45,12,2,1582,0,0,0,0,1,1,1
0,0,1,1,1,2,4,0,219,3,3,3,1,14,0,1,1,1586,1,0,1,0,0,1,1
1,1,1,2,0,0,1,0,91,2,1441,1,2,12,1,0,2,1803,0,1,0,1,0,1,1
3,1,3,1,1,2,4,0,64,0,10,1,5,9,40,1,1,1280,0,0,0,1,1,1,1
0,0,1,3,2,0,3,0,279,2,6311,2,4,19,29,21,1,3752,0,0,0,1,1,1,0
1,1,3,0,3,2,4,1,172,3,64,0,7,0,3,23,2,3073,0,0,0,0,0,1,1
2,1,1,0,2,1,4,2,283,0,1004,3,4,23,17,22,1,1905,0,1,0,1,1,0,0
1,1,2,3,2,1,4,0,66,3,1558,2,3,8,37,5,2,3264,1,0,0,1,1,1,0
3,0,3,0,2,1,4,2,243,0,473,1,2,11,45,1,0,1212,0,1,1,0,0,0,0
1,1,0,3,3,1,4,2,79,0,1943,2,3,15,29,15,1,1804,1,1,1,1,1,1,1
0,1,1,1,3,2,4,0,117,0,64,3,3,24,44,7,1,1546,1,0,1,1,1,0,0
3,1,3,3,2,1,4,0,279,1,1043,0,2,17,35,10,2,1339,1,0,1,0,1,1,1
0,0,0,1,0,1,4,2,274,2,141,3,4,17,8,1,2,2100,0,1,0,1,0,1,0
2,0,1,3,2,2,4,0,242,2,37,3,5,0,6,4,2,1778,1,1,1,1,1,1,0
0,1,1,0,1,1,4,1,200,2,224,0,2,6,29,7,2,1319,0,1,1,0,0,0,0
2,0,0,3,0,1,4,0,192,3,884,2,5,10,42,7,1,2992,1,1,1,1,1,0,0
1,1,3,3,0,2,4,1,169,3,14,2,2,17,7,2,2,2623,0,1,1,0,1,0,0
1,0,2,0,2,1,4,1,195,0,1644,2,5,9,22,2,0,1590,1,0,0,1,0,0,0
0,0,1,2,3,1,4,0,278,1,238,2,1,12,28,13,2,1167,0,1,0,0,1,1,1
3,0,3,1,3,0,1,1,59,0,4240,2,6,17,5,14,1,1050,1,0,1,1,0,1,1
3,1,1,0,0,1,4,0,68,3,1980,0,7,19,8,7,0,2452,1,0,0,0,0,0,1
3,1,3,1,3,2,4,2,199,2,54,0,1,17,10,10,2,1296,1,1,1,1,0,0,1
3,0,2,0,1,2,4,1,52,2,95,0,4,6,27,8,1,1085,1,1,1,1,1,1,1
3,1,0,2,3,0,5,0,282,2,5038,1,4,6,44,7,0,4085,0,1,1,1,1,1,0
0,1,1,2,1,2,4,2,203,2,48,0,4,9,0,24,0,1426,1,0,1,0,0,1,0
2,1,2,3,2,2,4,1,140,0,90,1,5,20,18,13,0,1615,0,0,0,1,0,1,0
3,0,2,1,3,1,4,2,225,1,1730,0,2,9,28,2,1,1145,1,1,0,1,1,1,1
3,1,0,1,3,2,4,0,217,0,98,1,6,1,38,10,0,1698,0,0,0,1,0,0,0
2,1,2,1,2,2,4,0,86,1,75,2,5,14,27,10,2,1554,0,1,0,1,0,0,1
1,0,1,1,2,2,4,1,277,0,7,3,3,15,14,20,0,1418,0,1,1,0,0,0,1
1,0,1,3,1,1,4,0,146,0,822,1,3,7,48,4,1,1226,1,1,0,0,0,1,1
2,1,2,2,2,2,4,1,111,2,3,2,5,10,47,18,2,2664,0,1,0,0,1,1,1
1,0,1,0,2,2,4,0,277,1,7,0,5,3,26,6,2,1338,1,1,0,0,0,1,0
3,1,2,0,0,1,4,2,299,1,1981,1,1,6,26,22,1,1651,0,1,0,0,0,0,1
3,1,3,2,0,2,4,2,219,3,45,2,4,7,35,14,0,2996,1,1,0,1,0,0,0
2,1,3,0,2,0,2,1,150,2,3233,2,4,0,32,6,2,2923,0,0,1,0,1,1,1
1,0,3,0,0,1,4,2,293,3,1697,3,4,15,39,8,0,3904,0,0,0,1,0,1,0
2,1,2,2,2,2,4,1,262,3,94,0,2,20,19,24,0,2675,0,1,0,0,1,0,1
1,1,2,3,2,2,4,1,172,3,88,0,3,0,19,1,0,2778,1,0,0,0,0,0,1
0,1,2,1,3,1,4,1,278,0,512,2,7,7,37,3,1,1842,0,1,1,1,0,0,0
1,0,3,3,0,1,4,1,105,1,696,3,1,16,5,14,0,1349,1,1,0,1,0,0,1
2,0,0,3,2,2,4,2,69,0,7,2,7,8,19,1,1,1638,0,0,0,1,0,0,0
1,1,0,2,3,0,5,1,91,3,2416,1,5,13,21,18,0,4267,1,1,1,1,1,0,1
2,1,0,3,3,0,0,1,167,3,9315,0,7,17,48,20,0,6142,0,0,0,0,0,1,0
1,0,0,3,2,2,4,0,63,3,46,2,5,11,17,10,1,2631,1,0,1,1,0,0,1
0,1,0,0,3,1,4,2,154,2,196,0,4,15,33,13,2,2176,1,0,0,0,1,1,0
0,1,2,3,1,2,4,0,166,2,58,0,2,12,27,7,2,1279,1,1,0,0,1,0,1
1,0,1,1,3,2,4,1,207,2,43,3,4,13,44,24,2,2666,0,1,0,1,1,1,1
3,0,1,3,0,1,4,1,104,2,1445,2,2,4,46,24,0,2022,1,1,0,1,0,1,1
0,0,2,3,1,0,3,1,118,3,725,3,5,11,2,3,2,2183,0,1,1,1,1,0,1
3,1,0,0,0,2,4,2,245,2,73,0,3,23,44,5,2,2322,1,0,0,0,1,0,1
2,1,3,1,2,2,4,0,290,0,70,0,5,0,25,4,2,1383,0,0,1,1,0,1,1
3,1,0,2,1,2,4,1,167,2,13,0,2,17,6,3,0,1350,0,1,0,1,1,1,0
1,1,2,3,1,0,1,2,293,2,5917,0,5,2,15,12,2,1671,1,1,1,0,1,0,1
1,0,2,1,2,2,4,2,273,1,81,2,3,2,37,21,1,1929,1,0,1,1,0,1,0
1,0,0,0,2,1,4,0,105,2,334,2,3,0,25,6,0,2065,0,0,0,1,0,0,0
3,1,0,1,0,0,0,0,284,0,6580,3,4,13,40,3,0,3759,0,0,0,0,1,1,0
2,0,1,0,3,1,4,1,99,2,1653,3,6,14,42,19,0,2804,1,0,0,0,1,0,1
0,0,3,3,0,2,4,2,170,2,54,1,7,17,9,9,0,1854,0,1,0,1,0,1,0
2,1,1,3,3,0,2,2,284,0,2824,1,2,23,22,17,1,2259,0,0,1,1,1,0,1
3,1,0,3,3,0,2,1,258,2,4019,1,3,4,22,3,1,2429,0,1,1,1,0,0,1
2,0,3,3,0,2,4,0,158,1,8,3,1,17,42,11,0,1662,0,1,0,1,1,0,1
3,0,2,0,1,1,4,0,103,2,1888,2,2,7,48,4,2,1600,0,0,1,1,0,1,1
2,0,1,3,1,2,4,1,266,0,45,0,4,12,27,8,2,819,1,1,0,1,0,0,1
2,0,1,3,0,2,4,1,88,0,63,3,3,5,17,3,1,1201,1,1,0,1,1,0,0
3,0,1,0,2,0,2,2,266,1,452,1,1,3,14,1,0,1161,0,0,0,0,0,0,1
0,0,2,0,3,2,4,0,148,3,57,3,4,4,48,16,1,2553,1,0,1,1,1,1,0
3,1,2,3,0,2,4,1,83,3,25,0,1,3,15,0,1,1856,0,1,1,0,0,0,1
1,1,0,3,1,2,4,2,176,2,95,3,7,6,20,3,1,2791,1,1,0,0,0,1,1
3,0,1,3,3,2,4,1,222,1,95,2,1,8,27,6,2,1111,0,1,0,0,0,0,1
1,0,1,1,2,2,4,2,231,2,60,1,5,21,15,11,1,2000,1,0,0,0,1,0,0
3,1,1,3,3,0,3,1,138,0,3106,3,2,1,26,11,1,1918,1,1,1,1,1,1,1
1,1,0,2,1,2,4,1,112,1,64,2,6,22,7,12,1,1622,1,0,1,1,0,1,0
2,0,0,1,3,0,1,1,144,0,6809,0,3,19,26,22,0,1368,1,0,0,1,0,0,1
3,1,2,2,0,0,1,2,242,3,8258,2,6,1,5,11,2,2887,1,0,0,0,1,1,1
1,1,2,0,1,2,4,2,148,1,59,3,2,10,36,3,2,1674,0,0,1,1,0,0,0
2,1,2,1,3,1,4,2,151,0,1005,0,1,22,33,24,1,1664,0,0,0,1,1,0,0
3,0,3,3,0,2,4,0,129,2,64,3,6,6,14,6,0,1902,1,0,0,0,1,0,0
